ensid	gene	unt_1	unt_2	unt_3	unt_4	vitc_1	vitc_2	vitc_3	vitc_4	exp1	exp2	exp3	exp4
ENSMUSG00000027456	SDCBP2	0.172	0.336	0.0817933	0.185282	0.191	0.26	0.142803	0.0708393	n.s	n.s	n.s	n.s
ENSMUSG00000027457	SNPH	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027459	FAM110A	17.22	11.424	19.9927	14.1623	17.85	14.127	20.6565	16.5717	n.s	n.s	n.s	n.s
ENSMUSG00000027460	ANGPT4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027463	SLC52A3	0.278	0.576	2.14926	1.60137	0.817	0.419	3.0845	2.52285	n.s	n.s	n.s	n.s
ENSMUSG00000027465	TBC1D20	34.134	35.684	43.1099	46.0193	35.279	37.62	48.8161	52.3853	n.s	n.s	n.s	n.s
ENSMUSG00000027466	RBCK1	65.493	54.213	49.417	37.6788	59.321	60.923	52.2735	38.6983	n.s	n.s	n.s	n.s
ENSMUSG00000027468	DEFB22	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027469	TPX2	39.874	20.525	55.4583	47.1535	37.524	25.401	53.2581	45.9695	n.s	n.s	n.s	n.s
ENSMUSG00000027470	MYLK2	0.009	0	0	0.0219108	0.023	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027472	PDRG1	39.831	39.981	26.9293	19.3963	33.332	37.636	20.0985	14.6429	n.s	n.s	dn	n.s
ENSMUSG00000027474	BC020535	0.036	0.037	0.106589	0.103631	0	0.16	0.50769	0.400229	n.s	n.s	up	n.s
ENSMUSG00000027475	KIF3B	8.171	9.68	8.31824	9.88899	9.03	9.541	10.9303	13.1067	n.s	n.s	n.s	n.s
ENSMUSG00000027478	DNMT3B	2.543	1.611	10.942	9.29639	0.681	1.357	8.55806	7.44184	n.s	n.s	n.s	n.s
ENSMUSG00000027479	MAPRE1	24.671	22.375	37.4031	43.9028	24.464	23.715	37.1153	43.5427	n.s	n.s	n.s	n.s
ENSMUSG00000027480	SUN5	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027481	BPIFB2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027482	BPIFA3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027483	BPIFA1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027484	BPIFA5	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027485	BPIFB1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027487	CDK5RAP1	8.444	14.927	2.95317	2.62368	7.134	12.201	2.64149	2.52242	n.s	n.s	n.s	n.s
ENSMUSG00000027488	SNTA1	0	0.011	0.103016	0.0626944	0	0.005	0.11308	0.0912887	n.s	n.s	n.s	n.s
ENSMUSG00000027489	NECAB3	1.821	2.379	1.06374	1.52698	0.759	1.546	0.934595	1.40045	n.s	n.s	n.s	n.s
ENSMUSG00000027490	E2F1	22.442	22.617	24.4647	19.2136	26.96	21.92	24.7985	18.3357	n.s	n.s	n.s	n.s
ENSMUSG00000027495	2010011I20RIK	4.775	3.937	3.26207	2.64229	4.136	4.479	3.30102	2.79427	n.s	n.s	n.s	n.s
ENSMUSG00000027496	AURKA	29.694	21.959	42.908	35.3711	24.517	25.459	44.0992	36.3512	n.s	n.s	n.s	n.s
ENSMUSG00000027498	CSTF1	27.855	23.725	34.8275	30.5418	24.572	24.837	32.5333	27.8756	n.s	n.s	n.s	n.s
ENSMUSG00000027499	PKIA	0	0.01	0.012821	0.023408	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027500	STMN2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027502	2410001C21RIK	42.499	31.246	42.5903	34.024	36.382	37.08	41.2452	34.6165	n.s	n.s	n.s	n.s
ENSMUSG00000027505	1700029J11RIK	0.101	0.611	0.221666	0.627444	0.41	0.714	0.426278	0.562086	n.s	n.s	n.s	n.s
ENSMUSG00000027506	TPD52	16.17	20.563	28.2035	24.3529	30.2	25.046	26.4481	22.5524	n.s	n.s	n.s	n.s
ENSMUSG00000027508	PAG1	37.157	30.356	10.5201	19.963	36.346	19.72	9.42864	17.3661	n.s	n.s	n.s	n.s
ENSMUSG00000027509	RAE1	47.166	42.097	43.1238	36.7387	40.296	45.69	39.8827	34.6726	n.s	n.s	n.s	n.s
ENSMUSG00000027510	RBM38	103.149	87.791	100.601	36.2205	90.254	86.191	92.6502	36.2458	n.s	n.s	n.s	n.s
ENSMUSG00000027513	PCK1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027514	ZBP1	3.914	5.223	0.645562	0.486799	4.265	5.109	0.521915	0.463284	n.s	n.s	n.s	n.s
ENSMUSG00000027517	ANKRD60	0.043	0.03	0.017474	0	0.051	0.016	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027518	1700021F07RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027519	RAB22A	9.247	9.925	10.0267	9.58427	9.578	9.814	9.75815	10.093	n.s	n.s	n.s	n.s
ENSMUSG00000027520	ZDBF2	0	0	0.00186506	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027522	STX16	32.017	52.015	25.7947	28.6906	27.693	43.739	26.2931	28.138	n.s	n.s	n.s	n.s
ENSMUSG00000027523	GNAS	112.244	80.631	95.0443	64.6947	98.761	84.851	86.3973	57.824	n.s	n.s	n.s	n.s
ENSMUSG00000027524	EDN3	0.027	0.12	0.201752	0.0628824	0.005	0.07	0.0591753	0.0372061	n.s	n.s	n.s	n.s
ENSMUSG00000027525	PHACTR3	0	0.059	0	0.00672794	0	0.064	0.00474848	0	n.s	n.s	n.s	n.s
ENSMUSG00000027528	FABP9	0	0	0	0	0	0	0	0.0374978	n.s	n.s	n.s	n.s
ENSMUSG00000027530	FABP12	0	0	0	0.0154668	0	0.005	0.0106979	0	n.s	n.s	n.s	n.s
ENSMUSG00000027531	IMPA1	18.34	16.803	30.6618	28.235	21.788	20.627	34.8936	28.986	n.s	n.s	n.s	n.s
ENSMUSG00000027533	FABP5	24.158	34.66	38.8571	19.4141	20.206	38.267	40.1852	19.9766	n.s	n.s	n.s	n.s
ENSMUSG00000027534	SNX16	2.109	3.263	1.93294	3.68437	2.6	2.788	2.27541	3.40108	n.s	n.s	n.s	n.s
ENSMUSG00000027536	CHMP4C	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027540	PTPN1	40.268	30.22	51.9429	48.5872	31.693	42.066	72.1775	66.8231	n.s	n.s	up	up
ENSMUSG00000027544	NFATC2	3.934	2.779	5.02067	5.28648	4.426	2.824	5.05254	5.44956	n.s	n.s	n.s	n.s
ENSMUSG00000027546	ATP9A	0	0	0.10816	0.0853813	0	0	0.118259	0.0934992	n.s	n.s	n.s	n.s
ENSMUSG00000027547	SALL4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027550	LRRCC1	7.012	10.259	7.28988	8.59331	7.482	9.04	7.23364	8.95362	n.s	n.s	n.s	n.s
ENSMUSG00000027551	ZFP64	10.424	7.78	8.8794	6.63395	9.667	7.784	8.71366	6.86069	n.s	n.s	n.s	n.s
ENSMUSG00000027552	E2F5	6.24	7.922	4.31916	4.37066	6.97	8.275	3.50974	3.80127	n.s	n.s	n.s	n.s
ENSMUSG00000027555	CAR13	6.81	6.105	15.2084	17.6249	17.106	5.402	12.8495	15.4982	up	n.s	n.s	n.s
ENSMUSG00000027556	CAR1	0	0	0.716113	0.559778	0	0	3.84048	2.64086	n.s	n.s	up	up
ENSMUSG00000027559	CAR3	0.73	0.295	1.91448	1.45002	0.086	0.182	1.30294	1.38121	n.s	n.s	n.s	n.s
ENSMUSG00000027560	DOK5	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027562	CAR2	9.847	15.627	56.9052	42.962	15.108	20.638	50.5966	37.899	n.s	n.s	n.s	n.s
ENSMUSG00000027564	CYPT12	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027566	PSMA7	57.134	109.976	63.4627	40.7573	50.44	101.75	57.4317	37.5191	n.s	n.s	n.s	n.s
ENSMUSG00000027568	NTSR1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027569	1600027N09RIK	11.02	15.795	7.89782	4.90258	9.313	13.603	6.66726	4.88774	n.s	n.s	n.s	n.s
ENSMUSG00000027570	COL9A3	0.394	0.292	0.125371	0.141412	0.286	0.207	0.235408	0.170442	n.s	n.s	n.s	n.s
ENSMUSG00000027573	GID8	19.644	21.34	24.3948	22.6635	17.739	20.501	24.1426	23.3073	n.s	n.s	n.s	n.s
ENSMUSG00000027574	NKAIN4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027575	ARFGAP1	17.222	18.022	14.4462	14.4495	13.777	16.773	16.0721	15.168	n.s	n.s	n.s	n.s
ENSMUSG00000027577	CHRNA4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027579	SRMS	0.011	0.007	7.84892	6.59432	0	0	2.52365	2.19261	n.s	n.s	dn	dn
ENSMUSG00000027580	BC006779	6.455	8.296	4.34903	6.74215	6.934	7.308	4.12244	6.18701	n.s	n.s	n.s	n.s
ENSMUSG00000027581	STMN3	0	0	0.0207833	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027582	ZGPAT	16.034	23.879	8.08487	8.91111	12.331	18.276	9.38635	9.10491	n.s	n.s	n.s	n.s
ENSMUSG00000027583	ZBTB46	0.01	0.004	0.0138751	0.0137471	0.005	0.007	0.0232432	0.0256949	n.s	n.s	n.s	n.s
ENSMUSG00000027584	OPRL1	0.007	0.019	0	0	0.017	0.004	0.0243193	0.02796	n.s	n.s	n.s	n.s
ENSMUSG00000027589	PCMTD2	7.03	16.806	8.94907	12.1439	5.697	14.726	9.10329	11.3747	n.s	n.s	n.s	n.s
ENSMUSG00000027593	RALY	100.809	76.207	90.3167	65.5892	81.495	77.851	84.3396	57.9937	n.s	n.s	n.s	n.s
ENSMUSG00000027596	A	11.734	11.567	16.522	9.22198	11.716	13.251	15.6105	8.44952	n.s	n.s	n.s	n.s
ENSMUSG00000027597	AHCY	47.963	28.802	45.9118	36.1371	32.491	34.584	41.6977	31.9184	n.s	n.s	n.s	n.s
ENSMUSG00000027598	ITCH	12.331	11.683	15.3419	21.2811	12.676	12.041	17.0117	22.8321	n.s	n.s	n.s	n.s
ENSMUSG00000027599	ARMC1	18.46	23.689	30.5645	31.1658	18.775	22.38	29.1191	28.2124	n.s	n.s	n.s	n.s
ENSMUSG00000027601	MTFR1	13.765	16.02	21.9666	21.625	15.624	13.87	21.2612	20.3339	n.s	n.s	n.s	n.s
ENSMUSG00000027602	MAP1LC3A	7.389	10.018	5.33383	3.38642	9.052	15.398	6.29508	3.76386	n.s	n.s	n.s	n.s
ENSMUSG00000027603	GGT7	1.313	2.793	0.0997244	0.0907724	0.788	1.742	0.107128	0.0684056	n.s	n.s	n.s	n.s
ENSMUSG00000027605	ACSS2	3.057	3.567	2.7735	3.1205	4.539	4.105	4.20197	5.1234	n.s	n.s	n.s	up
ENSMUSG00000027606	DNAJC5B	0	0.028	0	0	0	0.024	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027610	GSS	3.761	2.209	3.34529	2.26094	3.814	2.78	5.01448	3.41388	n.s	n.s	n.s	n.s
ENSMUSG00000027611	PROCR	1.406	8.957	3.29832	2.51037	0.238	7.335	4.82572	2.88885	n.s	n.s	n.s	n.s
ENSMUSG00000027612	MMP24	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027613	EIF6	55.546	46.785	61.6227	46.5693	57.585	56.916	60.0841	46.3933	n.s	n.s	n.s	n.s
ENSMUSG00000027615	HPS3	7.41	11.204	7.55968	12.6258	7.091	10.407	9.118	14.4103	n.s	n.s	n.s	n.s
ENSMUSG00000027618	NFS1	21.425	17.896	20.0746	19.6071	23.616	20.32	21.0355	20.6801	n.s	n.s	n.s	n.s
ENSMUSG00000027620	RBM39	52.331	96.352	47.1745	60.7206	49.548	77.136	48.5343	61.5032	n.s	n.s	n.s	n.s
ENSMUSG00000027624	EPB4.1L1	0.002	0	0.308708	0.346403	0.011	0.005	0.405224	0.444861	n.s	n.s	n.s	n.s
ENSMUSG00000027628	AAR2	14.167	10.292	15.7001	16.9001	10.308	11.757	16.2346	15.806	n.s	n.s	n.s	n.s
ENSMUSG00000027630	TBL1XR1	14.569	13.302	22.5689	57.4385	17.564	16.386	25.6598	65.3356	n.s	n.s	n.s	n.s
ENSMUSG00000027634	NDRG3	8.107	8.103	9.60983	7.10326	7.142	8.355	8.93257	7.04515	n.s	n.s	n.s	n.s
ENSMUSG00000027635	DSN1	11.223	10.778	10.6065	11.6157	11.375	11.472	12.0234	13.0191	n.s	n.s	n.s	n.s
ENSMUSG00000027636	SLA2	8.426	4.765	5.26953	4.9726	8.088	2.848	2.86073	2.50295	n.s	n.s	dn	dn
ENSMUSG00000027637	1110008F13RIK	58.578	85.822	75.9064	53.9182	53.926	89.994	72.8459	50.428	n.s	n.s	n.s	n.s
ENSMUSG00000027639	SAMHD1	17.605	23.941	30.537	23.8902	21.802	25.877	32.8885	26.018	n.s	n.s	n.s	n.s
ENSMUSG00000027641	RBL1	14.193	16.009	21.7747	25.3158	16.863	17.744	23.172	26.4668	n.s	n.s	n.s	n.s
ENSMUSG00000027642	RPN2	212.101	167.448	210.996	164.745	203.041	187.926	192.699	151.289	n.s	n.s	n.s	n.s
ENSMUSG00000027643	GHRH	0	0	0	0.0206495	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027646	SRC	0.45	0.149	1.03449	1.16395	1.056	0.098	2.00898	2.43323	n.s	n.s	n.s	up
ENSMUSG00000027649	CTNNBL1	26.345	17.67	28.1309	23.2801	22.085	22.444	28.8688	22.4121	n.s	n.s	n.s	n.s
ENSMUSG00000027650	TTI1	21.6	18.504	21.805	24.3896	16.981	17.986	19.8067	22.0448	n.s	n.s	n.s	n.s
ENSMUSG00000027651	RPRD1B	13.268	11.012	17.7985	17.6187	12.14	12.064	18.3215	17.6004	n.s	n.s	n.s	n.s
ENSMUSG00000027652	RALGAPB	10.168	10.121	11.9864	16.5745	10.724	10.358	12.8324	18.4164	n.s	n.s	n.s	n.s
ENSMUSG00000027654	FAM83D	4.509	3.534	4.89777	6.31385	4.723	3.579	4.72678	5.56432	n.s	n.s	n.s	n.s
ENSMUSG00000027655	DHX35	10.14	8.112	9.26664	11.1931	8.55	8.475	9.41453	11.3637	n.s	n.s	n.s	n.s
ENSMUSG00000027656	WISP2	0.014	0	0	0	0	0	0.0158126	0.0225733	n.s	n.s	n.s	n.s
ENSMUSG00000027660	SKIL	2.131	2.134	3.84888	6.85503	3.968	2.591	6.26329	9.56001	n.s	n.s	up	up
ENSMUSG00000027661	SLC2A10	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027663	ZMAT3	8.387	2.734	11.1028	14.6681	16.084	3.227	12.0069	15.4951	up	n.s	n.s	n.s
ENSMUSG00000027665	PIK3CA	17.126	16.074	15.6759	21.3757	15.443	14.657	14.4121	18.9765	n.s	n.s	n.s	n.s
ENSMUSG00000027667	ZFP639	26.203	41.245	26.1977	29.1778	28.227	38.817	27.4661	29.427	n.s	n.s	n.s	n.s
ENSMUSG00000027668	MFN1	9.363	7.681	10.2702	10.3579	10.242	8.266	11.2656	10.6522	n.s	n.s	n.s	n.s
ENSMUSG00000027669	GNB4	0	0	0.658919	0.933451	0	0.002	0.70521	1.1148	n.s	n.s	n.s	n.s
ENSMUSG00000027670	OCSTAMP	0	0	0.244986	0.233937	0.006	0	0.207759	0.238957	n.s	n.s	n.s	n.s
ENSMUSG00000027671	ACTL6A	38.931	40.116	44.8158	42.6912	33.605	42.236	41.8294	36.2634	n.s	n.s	n.s	n.s
ENSMUSG00000027673	NDUFB5	63.106	118.602	54.4023	44.8461	49.407	107.073	47.412	39.3655	n.s	n.s	n.s	n.s
ENSMUSG00000027674	PEX5L	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027676	CCDC39	0.032	0.034	0.00670257	0	0.005	0.028	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027677	TTC14	9.848	30.446	10.016	17.6476	8.394	19.227	9.60178	16.1764	n.s	n.s	n.s	n.s
ENSMUSG00000027678	NCOA3	19.88	16.242	23.0788	30.6828	19.095	15.949	24.184	32.2773	n.s	n.s	n.s	n.s
ENSMUSG00000027679	DNAJC19	4.739	5.567	4.37027	2.31745	3.957	5.094	4.45212	2.02186	n.s	n.s	n.s	n.s
ENSMUSG00000027680	FXR1	57.708	52.131	48.4818	36.7207	44.149	48.329	42.1179	32.4381	n.s	n.s	n.s	n.s
ENSMUSG00000027684	MECOM	0.005	0.003	1.25354	1.81363	0	0	0.688399	1.10471	n.s	n.s	n.s	n.s
ENSMUSG00000027690	SLC2A2	0	0	0	0	0	0	0.011055	0.00794376	n.s	n.s	n.s	n.s
ENSMUSG00000027692	TNIK	3.967	4.228	4.08195	6.95684	3.678	3.623	2.58799	4.74746	n.s	dn	n.s	n.s
ENSMUSG00000027694	GM8325	74.899	49.458	27.3717	14.6945	60.564	60.205	25.0884	15.3108	n.s	n.s	n.s	n.s
ENSMUSG00000027695	PLD1	1.785	1.003	1.41299	1.87669	1.816	1.324	2.04327	3.11522	n.s	n.s	n.s	n.s
ENSMUSG00000027698	NCEH1	13.243	10.693	20.0881	26.0178	16.346	11.587	21.3302	27.2169	n.s	n.s	n.s	n.s
ENSMUSG00000027699	ECT2	18.157	13.462	23.5667	32.3361	19.917	17.119	24.4397	33.5114	n.s	n.s	n.s	n.s
ENSMUSG00000027702	LRRC34	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027703	LRRIQ4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027706	SEC62	35.533	33.09	41.5899	25.0519	34.848	33.095	40.9232	26.073	n.s	n.s	n.s	n.s
ENSMUSG00000027708	DCUN1D1	10.867	12.223	13.4424	20.4625	10.522	12.732	12.5098	19.2632	n.s	n.s	n.s	n.s
ENSMUSG00000027709	MCCC1	2.808	2.589	2.62064	3.13058	2.56	2.485	3.09221	3.51089	n.s	n.s	n.s	n.s
ENSMUSG00000027710	ACAD9	8.388	5.506	8.19912	8.7075	7.503	6.653	9.27019	8.56676	n.s	n.s	n.s	n.s
ENSMUSG00000027712	ANXA5	130.203	125.243	192.974	139.244	203.79	149.301	175.859	128.488	n.s	n.s	n.s	n.s
ENSMUSG00000027713	1810062G17RIK	0.509	0.851	0.178477	0.083909	0.571	1.259	0.226423	0.0934282	n.s	n.s	n.s	n.s
ENSMUSG00000027714	EXOSC9	9.377	8.848	11.5651	10.1137	8.695	9.948	11.9181	9.84069	n.s	n.s	n.s	n.s
ENSMUSG00000027715	CCNA2	61.918	40.001	98.0655	89.0069	65.414	50.823	99.8067	88.1008	n.s	n.s	n.s	n.s
ENSMUSG00000027716	TRPC3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027718	IL21	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027719	ADAD1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027720	IL2	0.877	1.187	0.690545	0.828709	0.546	0.688	0.422489	0.759028	n.s	n.s	n.s	n.s
ENSMUSG00000027722	SPATA5	9.262	6.173	11.3743	20.3344	8.429	6.527	10.1696	17.603	n.s	n.s	n.s	n.s
ENSMUSG00000027737	SLC7A11	1.949	1.634	7.76676	12.8446	4.735	3.037	24.6533	41.77	n.s	n.s	up	up
ENSMUSG00000027739	RAB33B	7.937	13.076	6.87178	8.74984	9.16	12.991	7.82334	8.96552	n.s	n.s	n.s	n.s
ENSMUSG00000027742	COG6	10.939	10.374	11.7054	11.6536	13.456	12.265	12.8316	12.8973	n.s	n.s	n.s	n.s
ENSMUSG00000027744	STOML3	0	0.019	0	0	0.035	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027746	UFM1	15.544	26.491	13.4502	11.5891	16.681	23.676	13.5483	12.1856	n.s	n.s	n.s	n.s
ENSMUSG00000027748	TRPC4	0	0	0.00680005	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027750	POSTN	0	0	0.00301414	0	0	0	0.00572245	0	n.s	n.s	n.s	n.s
ENSMUSG00000027751	FAM48A	34.391	49.184	30.8252	33.2191	35.424	39.12	31.4372	31.9931	n.s	n.s	n.s	n.s
ENSMUSG00000027752	EXOSC8	13.494	21.858	16.303	14.2688	16.115	22.966	16.8134	13.3441	n.s	n.s	n.s	n.s
ENSMUSG00000027761	AADAC	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027762	SUCNR1	0	0	0.30057	0.301824	0	0	0.883075	0.549383	n.s	n.s	up	n.s
ENSMUSG00000027763	MBNL1	90.487	92.039	161.714	242.876	87.351	102.364	161.549	235.545	n.s	n.s	n.s	n.s
ENSMUSG00000027765	P2RY1	1.834	3.616	7.65874	11.1752	2.374	3.664	10.3963	13.7386	n.s	n.s	n.s	n.s
ENSMUSG00000027770	DHX36	27.247	24.106	24.4124	31.5723	22.446	22.998	22.0503	28.8424	n.s	n.s	n.s	n.s
ENSMUSG00000027774	GFM1	20.355	10.231	28.1241	26.5736	21.838	13.107	27.4057	24.2637	n.s	n.s	n.s	n.s
ENSMUSG00000027775	MFSD1	32.079	34.422	57.0232	53.6574	38.485	41.338	67.6228	62.331	n.s	n.s	n.s	n.s
ENSMUSG00000027776	IL12A	4.342	9.811	3.6652	3.51119	3.77	8.745	3.51565	3.59333	n.s	n.s	n.s	n.s
ENSMUSG00000027777	SCHIP1	0	0.015	0.0898	0.0725994	0.018	0.051	0.459619	0.499755	n.s	n.s	up	up
ENSMUSG00000027778	IFT80	3.913	7.598	3.0926	5.18697	3.647	7.023	4.06548	5.90216	n.s	n.s	n.s	n.s
ENSMUSG00000027782	KPNA4	19.349	19.432	28.8407	37.3473	24.772	19.847	28.4165	36.0963	n.s	n.s	n.s	n.s
ENSMUSG00000027784	PPM1L	0.466	0.473	0.79295	1.16141	0.492	0.41	0.529461	0.660507	n.s	n.s	n.s	n.s
ENSMUSG00000027787	NMD3	19.193	23.163	22.3535	28.5448	19.169	22.879	21.1916	24.2723	n.s	n.s	n.s	n.s
ENSMUSG00000027788	OTOL1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027790	SIS	0	0	0.00366612	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027792	BCHE	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027793	CCNA1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027794	SOHLH2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027796	SMAD9	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027797	DCLK1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027799	NBEA	0.003	0	0.342144	0.917074	0.002	0.007	0.234681	0.757362	n.s	n.s	n.s	n.s
ENSMUSG00000027800	TM4SF1	0.016	0.105	0.140697	0.252854	0.006	0.081	0.298099	0.124065	n.s	n.s	n.s	n.s
ENSMUSG00000027801	TM4SF4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027803	WWTR1	0	0.015	0.442982	0.485028	0	0.006	0.375132	0.39456	n.s	n.s	n.s	n.s
ENSMUSG00000027804	PPID	24.67	40.071	27.2371	24.3767	22.594	37.584	28.9419	25.7697	n.s	n.s	n.s	n.s
ENSMUSG00000027805	PFN2	1.055	0.384	0.618221	0.71305	1.133	0.339	0.423193	0.397855	n.s	n.s	n.s	n.s
ENSMUSG00000027806	TSC22D2	5.135	5.96	6.2723	10.2955	6.05	6.207	6.87493	10.9835	n.s	n.s	n.s	n.s
ENSMUSG00000027808	SERP1	155.087	324.268	210.558	193.549	179.281	338.221	219.156	190.24	n.s	n.s	n.s	n.s
ENSMUSG00000027809	ETFDH	8.607	8.26	8.64365	7.00895	9.865	9.063	9.48087	7.74821	n.s	n.s	n.s	n.s
ENSMUSG00000027810	EIF2A	20.486	30.695	21.9462	21.891	17.601	27.98	19.8806	20.6015	n.s	n.s	n.s	n.s
ENSMUSG00000027811	4930579G24RIK	9.289	14.495	13.0483	9.52479	13.26	15.202	14.0185	8.76583	n.s	n.s	n.s	n.s
ENSMUSG00000027820	MME	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027822	SLC33A1	15.809	27.915	19.3159	25.1525	19.96	26.455	21.0993	28.7862	n.s	n.s	n.s	n.s
ENSMUSG00000027823	GMPS	12.33	8.692	17.175	22.9622	12.997	9.627	15.7403	20.3454	n.s	n.s	n.s	n.s
ENSMUSG00000027824	VMN2R1	0.01	0.015	0.0317211	0.0139542	0	0.017	0.0111075	0.0159629	n.s	n.s	n.s	n.s
ENSMUSG00000027827	KCNAB1	0.051	0.148	0.017621	0.00217377	0.059	0.092	0.00630209	0.0130596	n.s	n.s	n.s	n.s
ENSMUSG00000027828	SSR3	127.021	208.64	155.797	171.642	160.638	190.814	145.005	153.593	n.s	n.s	n.s	n.s
ENSMUSG00000027829	CCNL1	22.321	49.985	18.3118	25.1796	23.35	40.919	19.5208	26.6571	n.s	n.s	n.s	n.s
ENSMUSG00000027831	VEPH1	0	0	0	0	0	0	0	0.00662161	n.s	n.s	n.s	n.s
ENSMUSG00000027832	PTX3	0	0	0	0	0	0.016	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027833	SHOX2	0.008	0.014	0.00716316	0.0130782	0.101	0.037	0.0276298	0.0132653	n.s	n.s	n.s	n.s
ENSMUSG00000027834	SERPINI1	1.155	1.487	0.78648	0.866457	0.794	0.877	0.411201	0.518724	n.s	n.s	n.s	n.s
ENSMUSG00000027835	PDCD10	9.6	25.489	13.7764	14.1442	9.69	23.296	13.0621	12.5102	n.s	n.s	n.s	n.s
ENSMUSG00000027840	WNT2B	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027843	PTPN22	7.727	9.539	9.57691	7.81468	6.947	11.005	12.9267	11.0228	n.s	n.s	up	up
ENSMUSG00000027845	DCLRE1B	10.131	9.711	10.6891	11.645	9.223	11.976	11.6166	12.8012	n.s	n.s	n.s	n.s
ENSMUSG00000027848	OLFML3	0.11	0.17	0.194101	0.834197	0.157	0.164	0.325508	1.24044	n.s	n.s	n.s	n.s
ENSMUSG00000027849	SYT6	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027852	NRAS	33.013	35.495	35.743	55.8596	36.445	37.25	34.9906	55.3208	n.s	n.s	n.s	n.s
ENSMUSG00000027854	SIKE1	6.703	11.719	6.68163	7.20432	6.832	10.044	6.64009	7.22666	n.s	n.s	n.s	n.s
ENSMUSG00000027855	SYCP1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027857	TSHB	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000027858	TSPAN2	0.816	1.434	1.17234	1.32724	0.636	1.41	2.47564	2.76607	n.s	n.s	up	up
